,model,score_test,accuracy,f1_macro,f1_micro,roc_auc_ovo_macro,precision_macro,precision_micro,recall_macro,recall_micro,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,XGBoost_BAG_L2,0.7798594847775175,0.7798594847775175,0.7758768752336662,0.7798594847775175,0.9108656381212773,0.7760711642675941,0.7798594847775175,0.7765094554568238,0.7798594847775175,0.7766705744431418,3.897620677947998,4.876315355300903,1125.493295431137,0.37136006355285645,0.23735737800598145,111.5306179523468,2,True,23
1,LightGBM_BAG_L2,0.7728337236533958,0.7728337236533958,0.7683802432239775,0.7728337236533958,0.9086681801907366,0.7681978931842751,0.7728337236533958,0.7686488949646844,0.7728337236533958,0.7778429073856975,3.753652334213257,4.757653713226318,1086.411857366562,0.22739171981811523,0.11869573593139648,72.4491798877716,2,True,17
2,ExtraTreesEntr_BAG_L2,0.7681498829039812,0.7681498829039812,0.7636326217923647,0.7681498829039812,0.9046496110405885,0.7637693519372909,0.7681498829039812,0.764354066985646,0.7681498829039812,0.7444314185228605,3.71219539642334,4.843408823013306,1014.951010465622,0.18593478202819824,0.2044508457183838,0.988332986831665,2,True,22
3,LightGBMLarge_BAG_L2,0.7681498829039812,0.7681498829039812,0.7632066738973625,0.7681498829039812,0.901715327279237,0.763059776364775,0.7681498829039812,0.7635110503531557,0.7681498829039812,0.7661195779601406,3.841414213180542,4.75862455368042,1192.3082041740417,0.3151535987854004,0.11966657638549805,178.34552669525146,2,True,25
4,LightGBMXT_BAG_L2,0.7681498829039812,0.7681498829039812,0.7639389059678915,0.7681498829039812,0.9124003189792663,0.7643356643356644,0.7681498829039812,0.7648211437685122,0.7681498829039812,0.7813599062133646,3.8464064598083496,4.804498910903931,1059.6702437400818,0.320145845413208,0.1655409336090088,45.707566261291504,2,True,16
5,WeightedEnsemble_L3,0.7681498829039812,0.7681498829039812,0.7639389059678915,0.7681498829039812,0.9123889268626111,0.7643356643356644,0.7681498829039812,0.7648211437685122,0.7681498829039812,0.7825322391559203,4.726552248001099,5.572479724884033,1570.9374833106995,0.009971857070922852,0.0009975433349609375,0.4228701591491699,3,True,26
6,RandomForestGini_BAG_L2,0.7634660421545667,0.7634660421545667,0.7591200203131199,0.7634660421545668,0.9029912443446279,0.7597033685268979,0.7634660421545667,0.7599339257233995,0.7634660421545667,0.753810082063306,3.669509172439575,4.8533735275268555,1015.4588239192963,0.1432485580444336,0.2144155502319336,1.4961464405059814,2,True,18
7,CatBoost_BAG_L2,0.7611241217798594,0.7611241217798594,0.757251481623269,0.7611241217798594,0.907104205318491,0.7574421084039874,0.7611241217798594,0.7576099339257234,0.7611241217798594,0.7737397420867527,3.651376724243164,4.728718042373657,1339.040503501892,0.12511610984802246,0.08976006507873535,325.0778260231018,2,True,20
8,NeuralNetFastAI_BAG_L2,0.7611241217798594,0.7611241217798594,0.7559408554831896,0.7611241217798594,0.9029314357321877,0.7565413957819022,0.7611241217798594,0.7573365231259969,0.7611241217798594,0.7661195779601406,4.402982950210571,6.103991508483887,1050.464971780777,0.8767223358154297,1.4650335311889648,36.502294301986694,2,True,15
9,ExtraTreesGini_BAG_L2,0.7564402810304449,0.7564402810304449,0.752005214324055,0.7564402810304449,0.902734514858575,0.7523809523809524,0.7564402810304449,0.7528822055137844,0.7564402810304449,0.7438452520515827,3.7140889167785645,4.917056322097778,1014.9008779525757,0.18782830238342285,0.27809834480285645,0.9382004737854004,2,True,21
